Sale_Price,Area of the House from Basement (in Sqft),Years Since Renovation,Years_Since_Renovation_Bin,Age of House (in Years),House_Age_Group,No of Bathrooms,No of Bedrooms,No of Floors,Ever_Renovated_Yes,Renovation_Status
349990.0,2220.0,0,0,4,0-10 yrs,2.5,4,2.0,0,Not Renovated
650000.0,1910.0,0,0,12,11-20 yrs,2.5,3,2.0,0,Not Renovated
378000.0,820.0,0,0,9,0-10 yrs,1.5,2,2.0,0,Not Renovated
313200.0,1950.0,0,0,5,0-10 yrs,2.5,3,2.0,0,Not Renovated
1129575.0,4150.0,0,0,4,0-10 yrs,4.25,5,2.0,0,Not Renovated
252500.0,950.0,0,0,9,0-10 yrs,1.5,2,2.0,0,Not Renovated
308000.0,1080.0,0,0,9,0-10 yrs,2.5,3,2.0,0,Not Renovated
803100.0,3310.0,0,0,14,11-20 yrs,2.5,4,2.0,0,Not Renovated
415000.0,2020.0,0,0,8,0-10 yrs,2.5,4,2.0,0,Not Renovated
785000.0,3310.0,0,0,8,0-10 yrs,3.5,4,2.0,0,Not Renovated
499950.0,2798.0,0,0,6,0-10 yrs,2.5,4,2.0,0,Not Renovated
216000.0,1847.0,0,0,10,0-10 yrs,2.5,4,2.0,0,Not Renovated
380000.0,2420.0,0,0,9,0-10 yrs,2.5,4,2.0,0,Not Renovated
345000.0,2020.0,0,0,6,0-10 yrs,2.5,4,2.0,0,Not Renovated
456500.0,2400.0,0,0,11,11-20 yrs,2.5,4,2.0,0,Not Renovated
382495.0,1760.0,0,0,4,0-10 yrs,2.5,3,1.0,0,Not Renovated
324950.0,2110.0,0,0,5,0-10 yrs,2.5,4,2.0,0,Not Renovated
436472.0,2692.0,0,0,4,0-10 yrs,2.5,4,2.0,0,Not Renovated
365250.0,1490.0,0,0,9,0-10 yrs,2.25,3,2.0,0,Not Renovated
919990.0,3960.0,0,0,4,0-10 yrs,3.25,5,2.0,0,Not Renovated
316475.0,1740.0,0,0,6,0-10 yrs,2.5,4,2.0,0,Not Renovated
425000.0,1190.0,0,0,8,0-10 yrs,2.5,4,1.0,0,Not Renovated
302860.0,790.0,0,0,11,11-20 yrs,1.0,2,2.0,0,Not Renovated
298000.0,1852.0,0,0,4,0-10 yrs,2.5,3,2.0,0,Not Renovated
1129575.0,4810.0,0,0,11,11-20 yrs,4.0,4,2.0,0,Not Renovated
950000.0,4360.0,0,0,7,0-10 yrs,4.0,4,2.0,0,Not Renovated
333000.0,1520.0,0,0,9,0-10 yrs,2.5,3,2.0,0,Not Renovated
289950.0,2099.0,0,0,8,0-10 yrs,2.5,3,2.0,0,Not Renovated
419950.0,1250.0,0,0,4,0-10 yrs,2.25,3,3.0,0,Not Renovated
306000.0,1090.0,0,0,10,0-10 yrs,1.5,2,3.0,0,Not Renovated
498445.0,3216.0,0,0,4,0-10 yrs,2.5,4,2.0,0,Not Renovated
775950.0,2970.0,0,0,4,0-10 yrs,2.5,4,2.0,0,Not Renovated
605000.0,2610.0,0,0,17,11-20 yrs,2.5,3,2.0,0,Not Renovated
520000.0,1060.0,0,0,12,11-20 yrs,1.75,2,2.0,0,Not Renovated
849990.0,3300.0,0,0,4,0-10 yrs,2.75,4,2.0,0,Not Renovated
767450.0,1630.0,0,0,12,11-20 yrs,2.0,3,1.0,0,Not Renovated
665000.0,1060.0,0,0,4,0-10 yrs,2.25,3,2.0,0,Not Renovated
525000.0,1310.0,0,0,11,11-20 yrs,2.75,2,3.5,0,Not Renovated
870515.0,2940.0,0,0,4,0-10 yrs,3.5,4,2.0,0,Not Renovated
390000.0,2154.0,0,0,6,0-10 yrs,2.5,4,2.0,0,Not Renovated
500000.0,1530.0,0,0,3,0-10 yrs,1.75,3,3.0,0,Not Renovated
399950.0,1094.0,0,0,12,11-20 yrs,2.25,3,2.0,0,Not Renovated
305000.0,1320.0,0,0,13,11-20 yrs,2.5,3,2.0,0,Not Renovated
255000.0,1660.0,0,0,9,0-10 yrs,2.5,4,2.0,0,Not Renovated
415000.0,2891.0,0,0,4,0-10 yrs,2.5,4,2.0,0,Not Renovated
716500.0,2120.0,0,0,6,0-10 yrs,2.5,3,2.0,0,Not Renovated
425000.0,2320.0,0,0,9,0-10 yrs,2.5,3,3.0,0,Not Renovated
540000.0,2190.0,0,0,8,0-10 yrs,2.5,4,2.0,0,Not Renovated
324747.0,2060.0,0,0,4,0-10 yrs,2.5,3,2.0,0,Not Renovated
385000.0,1740.0,0,0,8,0-10 yrs,2.5,3,2.0,0,Not Renovated
270000.0,1400.0,0,0,6,0-10 yrs,2.25,3,2.0,0,Not Renovated
1129575.0,4410.0,0,0,12,11-20 yrs,4.0,5,2.0,0,Not Renovated
672000.0,1080.0,0,0,10,0-10 yrs,2.5,3,2.0,0,Not Renovated
310000.0,1760.0,0,0,8,0-10 yrs,2.5,3,2.0,0,Not Renovated
1129575.0,3430.0,0,0,4,0-10 yrs,3.5,3,2.0,0,Not Renovated
1129575.0,4270.0,0,0,4,0-10 yrs,4.25,6,2.0,0,Not Renovated
427000.0,2432.0,0,0,13,11-20 yrs,2.5,3,2.0,0,Not Renovated
389950.0,2283.0,0,0,10,0-10 yrs,2.5,3,2.0,0,Not Renovated
309620.0,1860.0,0,0,6,0-10 yrs,2.5,3,2.0,0,Not Renovated
399895.0,2701.0,0,0,4,0-10 yrs,2.5,4,2.0,0,Not Renovated
442515.0,2930.0,0,0,4,0-10 yrs,2.5,4,2.0,0,Not Renovated
375000.0,1540.0,0,0,8,0-10 yrs,2.25,3,3.0,0,Not Renovated
309780.0,2242.0,0,0,4,0-10 yrs,2.5,3,2.0,0,Not Renovated
425000.0,1950.0,0,0,11,11-20 yrs,2.5,3,2.0,0,Not Renovated
405000.0,880.0,0,0,11,11-20 yrs,3.0,2,2.0,0,Not Renovated
356250.0,2060.0,0,0,4,0-10 yrs,2.5,3,2.0,0,Not Renovated
550000.0,1230.0,0,0,5,0-10 yrs,2.25,3,3.0,0,Not Renovated
340000.0,1160.0,0,0,17,11-20 yrs,1.5,2,2.0,0,Not Renovated
362865.0,2245.0,0,0,4,0-10 yrs,2.5,4,2.0,0,Not Renovated
1129575.0,3970.0,0,0,4,0-10 yrs,3.5,4,2.0,0,Not Renovated
830000.0,3400.0,0,0,11,11-20 yrs,2.5,4,2.0,0,Not Renovated
1129575.0,3210.0,0,0,4,0-10 yrs,3.75,5,2.0,0,Not Renovated
855000.0,2370.0,0,0,4,0-10 yrs,3.5,4,2.0,0,Not Renovated
1129575.0,2900.0,0,0,10,0-10 yrs,3.5,5,2.0,0,Not Renovated
1129575.0,4010.0,0,0,12,11-20 yrs,3.5,4,2.0,0,Not Renovated
400200.0,2260.0,0,0,5,0-10 yrs,3.5,4,2.0,0,Not Renovated
235000.0,1010.0,0,0,11,11-20 yrs,1.0,2,1.5,0,Not Renovated
349950.0,1640.0,0,0,9,0-10 yrs,2.0,3,1.0,0,Not Renovated
659950.0,3510.0,0,0,4,0-10 yrs,2.75,4,2.0,0,Not Renovated
785000.0,3010.0,0,0,7,0-10 yrs,2.75,3,2.0,0,Not Renovated
475000.0,980.0,0,0,12,11-20 yrs,2.25,2,2.0,0,Not Renovated
263900.0,1658.0,0,0,4,0-10 yrs,2.5,3,2.0,0,Not Renovated
342000.0,1960.0,0,0,6,0-10 yrs,2.5,3,2.0,0,Not Renovated
367899.0,2420.0,0,0,4,0-10 yrs,2.5,3,2.0,0,Not Renovated
657044.0,3420.0,0,0,4,0-10 yrs,3.5,3,1.5,0,Not Renovated
359950.0,893.0,0,0,11,11-20 yrs,1.5,2,2.0,0,Not Renovated
879950.0,3020.0,0,0,4,0-10 yrs,2.75,4,2.0,0,Not Renovated
550000.0,2470.0,0,0,5,0-10 yrs,2.5,4,2.0,0,Not Renovated
279000.0,2009.0,0,0,6,0-10 yrs,2.5,4,2.0,0,Not Renovated
255000.0,1530.0,0,0,13,11-20 yrs,2.5,3,2.5,0,Not Renovated
609500.0,1590.0,0,0,4,0-10 yrs,1.75,3,3.0,0,Not Renovated
420000.0,1670.0,0,0,5,0-10 yrs,3.0,5,2.0,0,Not Renovated
570000.0,3230.0,0,0,10,0-10 yrs,2.5,4,2.0,0,Not Renovated
439000.0,1430.0,0,0,6,0-10 yrs,2.25,3,2.0,0,Not Renovated
310000.0,2242.0,0,0,6,0-10 yrs,2.5,3,2.0,0,Not Renovated
635000.0,2500.0,0,0,4,0-10 yrs,2.5,4,2.0,0,Not Renovated
399950.0,1080.0,0,0,9,0-10 yrs,2.5,3,2.0,0,Not Renovated
805000.0,3020.0,0,0,9,0-10 yrs,2.5,4,2.5,0,Not Renovated
1129575.0,2460.0,0,0,3,0-10 yrs,3.5,4,2.0,0,Not Renovated
1129575.0,1830.0,0,0,10,0-10 yrs,3.0,4,1.0,0,Not Renovated
745000.0,3190.0,0,0,12,11-20 yrs,2.5,4,2.0,0,Not Renovated
329445.0,830.0,0,0,13,11-20 yrs,1.5,2,2.0,0,Not Renovated
588000.0,3110.0,0,0,11,11-20 yrs,3.0,5,2.0,0,Not Renovated
494815.0,1910.0,0,0,4,0-10 yrs,2.5,3,2.0,0,Not Renovated
591975.0,2680.0,0,0,4,0-10 yrs,2.75,3,2.0,0,Not Renovated
600000.0,3380.0,0,0,7,0-10 yrs,2.75,5,2.0,0,Not Renovated
673000.0,2830.0,0,0,6,0-10 yrs,2.75,3,2.0,0,Not Renovated
889950.0,3700.0,0,0,4,0-10 yrs,3.5,5,2.0,0,Not Renovated
500000.0,2520.0,0,0,16,11-20 yrs,3.0,4,2.0,0,Not Renovated
500000.0,1240.0,0,0,11,11-20 yrs,2.25,3,2.0,0,Not Renovated
890000.0,3410.0,0,0,12,11-20 yrs,4.25,4,2.0,0,Not Renovated
437000.0,1460.0,0,0,12,11-20 yrs,3.0,3,3.0,0,Not Renovated
419700.0,1160.0,0,0,12,11-20 yrs,2.25,3,2.0,0,Not Renovated
394000.0,580.0,0,0,88,50+ yrs,2.0,3,1.0,0,Not Renovated
342000.0,1640.0,0,0,8,0-10 yrs,2.0,3,1.0,0,Not Renovated
420000.0,1444.0,0,0,10,0-10 yrs,1.75,3,1.5,0,Not Renovated
580000.0,1470.0,0,0,10,0-10 yrs,2.5,3,3.0,0,Not Renovated
343000.0,900.0,0,0,11,11-20 yrs,1.5,2,2.0,0,Not Renovated
390000.0,1120.0,0,0,10,0-10 yrs,1.5,2,2.0,0,Not Renovated
274000.0,1450.0,0,0,7,0-10 yrs,1.5,3,2.0,0,Not Renovated
700000.0,3040.0,0,0,10,0-10 yrs,2.5,4,2.0,0,Not Renovated
838000.0,2560.0,0,0,12,11-20 yrs,2.5,4,2.0,0,Not Renovated
300000.0,2744.0,0,0,12,11-20 yrs,3.0,6,2.0,0,Not Renovated
467000.0,1420.0,0,0,10,0-10 yrs,2.25,3,3.0,0,Not Renovated
395000.0,700.0,0,0,75,50+ yrs,1.0,2,1.0,0,Not Renovated
734000.0,2970.0,0,0,18,11-20 yrs,4.25,5,2.0,0,Not Renovated
480000.0,2670.0,0,0,5,0-10 yrs,2.75,5,2.0,0,Not Renovated
539000.0,1080.0,0,0,8,0-10 yrs,2.75,3,2.0,0,Not Renovated
459950.0,3078.0,0,0,4,0-10 yrs,2.75,5,2.0,0,Not Renovated
306500.0,840.0,0,0,12,11-20 yrs,1.0,2,2.0,0,Not Renovated
408474.0,1800.0,0,0,4,0-10 yrs,2.5,3,2.0,0,Not Renovated
437000.0,2580.0,0,0,10,0-10 yrs,2.75,3,2.0,0,Not Renovated
160797.0,1270.0,0,0,6,0-10 yrs,1.5,3,2.0,0,Not Renovated
729000.0,3065.0,0,0,4,0-10 yrs,3.5,4,3.0,0,Not Renovated
499000.0,1578.0,0,0,11,11-20 yrs,2.5,3,2.0,0,Not Renovated
359950.0,2260.0,0,0,4,0-10 yrs,2.75,4,2.0,0,Not Renovated
929000.0,4150.0,0,0,5,0-10 yrs,3.25,5,2.0,0,Not Renovated
529950.0,1140.0,0,0,4,0-10 yrs,2.5,2,2.0,0,Not Renovated
461000.0,1540.0,0,0,6,0-10 yrs,2.25,3,2.5,0,Not Renovated
271115.0,830.0,0,0,13,11-20 yrs,1.5,2,2.0,0,Not Renovated
653000.0,3120.0,0,0,15,11-20 yrs,2.5,4,2.0,0,Not Renovated
565000.0,1380.0,0,0,11,11-20 yrs,2.5,3,3.0,0,Not Renovated
529950.0,1240.0,0,0,4,0-10 yrs,2.25,3,3.0,0,Not Renovated
585000.0,2820.0,0,0,11,11-20 yrs,2.5,4,2.0,0,Not Renovated
609000.0,1630.0,0,0,4,0-10 yrs,1.75,3,3.0,0,Not Renovated
267000.0,1584.0,0,0,6,0-10 yrs,2.25,3,2.0,0,Not Renovated
557000.0,2840.0,0,0,6,0-10 yrs,2.5,4,2.0,0,Not Renovated
709950.0,3130.0,0,0,12,11-20 yrs,3.25,4,2.0,0,Not Renovated
625000.0,1730.0,0,0,7,0-10 yrs,2.5,3,3.0,0,Not Renovated
599000.0,1700.0,0,0,5,0-10 yrs,2.75,3,2.0,0,Not Renovated
920000.0,4030.0,0,0,10,0-10 yrs,3.75,4,2.0,0,Not Renovated
1129575.0,3440.0,0,0,4,0-10 yrs,3.5,4,3.0,0,Not Renovated
324500.0,2110.0,0,0,6,0-10 yrs,2.5,4,2.0,0,Not Renovated
471500.0,2430.0,0,0,9,0-10 yrs,2.5,3,2.0,0,Not Renovated
1020000.0,4030.0,0,0,11,11-20 yrs,3.75,4,2.0,0,Not Renovated
998000.0,2850.0,0,0,4,0-10 yrs,3.5,4,2.0,0,Not Renovated
262000.0,2070.0,0,0,12,11-20 yrs,2.5,4,2.0,0,Not Renovated
844000.0,2610.0,0,0,9,0-10 yrs,3.5,4,2.0,0,Not Renovated
745641.0,2440.0,0,0,5,0-10 yrs,2.5,4,2.0,0,Not Renovated
659950.0,3010.0,0,0,10,0-10 yrs,3.0,5,2.0,0,Not Renovated
339989.0,2060.0,0,0,4,0-10 yrs,2.5,3,2.0,0,Not Renovated
352500.0,1180.0,0,0,9,0-10 yrs,2.5,2,2.0,0,Not Renovated
525000.0,1010.0,0,0,10,0-10 yrs,2.5,3,2.0,0,Not Renovated
1129575.0,4280.0,0,0,4,0-10 yrs,3.5,5,2.0,0,Not Renovated
491000.0,2815.0,0,0,7,0-10 yrs,3.5,5,2.0,0,Not Renovated
675000.0,2620.0,0,0,7,0-10 yrs,2.5,4,2.0,0,Not Renovated
344000.0,1250.0,0,0,11,11-20 yrs,2.25,3,3.0,0,Not Renovated
530000.0,3250.0,0,0,10,0-10 yrs,2.5,4,2.0,0,Not Renovated
290500.0,2510.0,0,0,15,11-20 yrs,3.25,4,2.0,0,Not Renovated
335000.0,1270.0,0,0,6,0-10 yrs,1.75,2,2.0,0,Not Renovated
1129575.0,4960.0,0,0,11,11-20 yrs,4.0,5,2.0,0,Not Renovated
379000.0,1580.0,0,0,5,0-10 yrs,2.5,3,2.0,0,Not Renovated
385000.0,1360.0,0,0,10,0-10 yrs,1.5,3,3.0,0,Not Renovated
500012.0,1230.0,7,6-10,56,50+ yrs,2.5,4,1.0,1,Renovated
366750.0,1571.0,0,0,10,0-10 yrs,3.0,3,3.0,0,Not Renovated
405000.0,1140.0,0,0,11,11-20 yrs,2.0,2,2.0,0,Not Renovated
356999.0,1010.0,2,1-5,47,31-50 yrs,1.5,3,2.0,1,Renovated
590000.0,1220.0,0,0,12,11-20 yrs,2.5,2,2.0,0,Not Renovated
294000.0,960.0,0,0,4,0-10 yrs,1.75,3,2.0,0,Not Renovated
731500.0,2650.0,0,0,5,0-10 yrs,2.5,4,2.0,0,Not Renovated
837219.0,3030.0,0,0,4,0-10 yrs,2.75,5,2.0,0,Not Renovated
1129575.0,6530.0,0,0,10,0-10 yrs,5.5,4,2.0,0,Not Renovated
798800.0,1720.0,0,0,5,0-10 yrs,2.75,3,1.0,0,Not Renovated
482500.0,1170.0,0,0,11,11-20 yrs,2.5,2,2.0,0,Not Renovated
820000.0,3260.0,0,0,11,11-20 yrs,2.5,4,2.0,0,Not Renovated
319000.0,1480.0,0,0,11,11-20 yrs,1.5,3,3.0,0,Not Renovated
950000.0,2700.0,0,0,5,0-10 yrs,2.5,3,2.0,0,Not Renovated
1129575.0,4640.0,0,0,11,11-20 yrs,3.5,4,2.0,0,Not Renovated
378000.0,1536.0,0,0,11,11-20 yrs,2.5,3,3.0,0,Not Renovated
1129575.0,3040.0,0,0,10,0-10 yrs,3.75,5,1.0,0,Not Renovated
489950.0,2540.0,0,0,7,0-10 yrs,2.5,3,2.0,0,Not Renovated
345000.0,765.0,0,0,12,11-20 yrs,1.75,2,2.0,0,Not Renovated
510000.0,2730.0,0,0,6,0-10 yrs,2.5,3,2.0,0,Not Renovated
432500.0,3172.0,0,0,4,0-10 yrs,2.5,4,2.0,0,Not Renovated
650000.0,3160.0,0,0,12,11-20 yrs,2.5,4,2.0,0,Not Renovated
750000.0,2850.0,0,0,10,0-10 yrs,2.5,4,2.0,0,Not Renovated
870000.0,2120.0,0,0,4,0-10 yrs,3.5,4,2.0,0,Not Renovated
900000.0,3860.0,0,0,4,0-10 yrs,3.5,4,2.0,0,Not Renovated
664950.0,780.0,0,0,4,0-10 yrs,1.75,2,2.0,0,Not Renovated
391000.0,1290.0,0,0,14,11-20 yrs,2.25,3,2.0,0,Not Renovated
1129575.0,6370.0,0,0,10,0-10 yrs,3.5,4,2.0,0,Not Renovated
479349.0,3223.0,0,0,4,0-10 yrs,3.0,5,2.0,0,Not Renovated
661000.0,2150.0,0,0,7,0-10 yrs,3.25,4,2.0,0,Not Renovated
379000.0,1380.0,0,0,12,11-20 yrs,3.25,3,3.0,0,Not Renovated
415000.0,1540.0,0,0,8,0-10 yrs,2.25,3,2.5,0,Not Renovated
375000.0,1370.0,0,0,11,11-20 yrs,3.25,3,3.0,0,Not Renovated
355000.0,1220.0,0,0,11,11-20 yrs,2.0,3,3.0,0,Not Renovated
540000.0,1280.0,0,0,9,0-10 yrs,2.5,3,3.0,0,Not Renovated
290000.0,770.0,0,0,12,11-20 yrs,1.5,2,2.0,0,Not Renovated
500000.0,1210.0,0,0,10,0-10 yrs,2.5,3,3.0,0,Not Renovated
416000.0,2890.0,0,0,7,0-10 yrs,2.5,4,2.0,0,Not Renovated
349900.0,1580.0,0,0,7,0-10 yrs,2.5,3,2.0,0,Not Renovated
465000.0,1050.0,0,0,4,0-10 yrs,2.25,3,2.0,0,Not Renovated
950000.0,3670.0,0,0,11,11-20 yrs,2.5,4,2.5,0,Not Renovated
496800.0,1850.0,0,0,4,0-10 yrs,2.25,4,2.5,0,Not Renovated
680000.0,2440.0,0,0,4,0-10 yrs,2.5,4,2.0,0,Not Renovated
920000.0,1540.0,0,0,3,0-10 yrs,3.25,4,2.0,0,Not Renovated
1129575.0,4360.0,0,0,3,0-10 yrs,4.0,5,2.0,0,Not Renovated
825000.0,3990.0,0,0,15,11-20 yrs,2.75,4,2.0,0,Not Renovated
292000.0,1270.0,0,0,11,11-20 yrs,2.5,3,3.0,0,Not Renovated
576000.0,3340.0,0,0,9,0-10 yrs,2.5,4,2.0,0,Not Renovated
670000.0,1500.0,0,0,10,0-10 yrs,2.0,2,3.0,0,Not Renovated
953007.0,2480.0,0,0,10,0-10 yrs,3.5,4,2.0,0,Not Renovated
399000.0,2480.0,0,0,6,0-10 yrs,2.5,4,2.0,0,Not Renovated
399000.0,980.0,0,0,10,0-10 yrs,2.0,2,3.0,0,Not Renovated
847093.0,2760.0,0,0,4,0-10 yrs,2.75,4,2.0,0,Not Renovated
599950.0,1510.0,0,0,4,0-10 yrs,2.5,3,3.0,0,Not Renovated
499000.0,1180.0,0,0,11,11-20 yrs,2.5,3,2.0,0,Not Renovated
760000.0,3980.0,0,0,12,11-20 yrs,2.75,4,2.0,0,Not Renovated
1129575.0,3320.0,0,0,4,0-10 yrs,3.75,4,2.0,0,Not Renovated
1030000.0,3110.0,0,0,4,0-10 yrs,3.25,4,2.0,0,Not Renovated
515000.0,2670.0,0,0,12,11-20 yrs,2.5,4,2.0,0,Not Renovated
355000.0,1290.0,0,0,14,11-20 yrs,2.25,3,2.0,0,Not Renovated
319900.0,2475.0,0,0,4,0-10 yrs,2.75,4,2.0,0,Not Renovated
460000.0,1240.0,0,0,12,11-20 yrs,3.5,3,2.0,0,Not Renovated
305000.0,1290.0,0,0,10,0-10 yrs,1.0,2,2.0,0,Not Renovated
280000.0,1608.0,0,0,6,0-10 yrs,2.5,3,2.0,0,Not Renovated
394950.0,1010.0,0,0,7,0-10 yrs,2.25,2,2.0,0,Not Renovated
382000.0,1850.0,0,0,4,0-10 yrs,3.5,4,2.0,0,Not Renovated
560000.0,1390.0,0,0,10,0-10 yrs,2.5,3,3.0,0,Not Renovated
772000.0,1640.0,0,0,4,0-10 yrs,2.25,3,3.0,0,Not Renovated
324950.0,2229.0,0,0,6,0-10 yrs,2.5,4,2.0,0,Not Renovated
530000.0,1790.0,0,0,8,0-10 yrs,2.5,3,2.0,0,Not Renovated
384000.0,880.0,0,0,9,0-10 yrs,2.25,3,2.5,0,Not Renovated
719950.0,3240.0,0,0,5,0-10 yrs,2.75,5,2.0,0,Not Renovated
319950.0,1060.0,0,0,12,11-20 yrs,2.5,2,2.0,0,Not Renovated
292000.0,1610.0,0,0,12,11-20 yrs,2.5,3,2.0,0,Not Renovated
1129575.0,2410.0,0,0,10,0-10 yrs,3.5,6,2.0,0,Not Renovated
425000.0,1150.0,0,0,10,0-10 yrs,2.5,2,3.0,0,Not Renovated
799950.0,2780.0,0,0,4,0-10 yrs,3.75,5,2.0,0,Not Renovated
499000.0,990.0,0,0,4,0-10 yrs,2.5,2,2.0,0,Not Renovated
572000.0,2700.0,0,0,6,0-10 yrs,2.75,4,2.0,0,Not Renovated
459000.0,1480.0,0,0,10,0-10 yrs,2.0,2,3.0,0,Not Renovated
529500.0,1410.0,0,0,4,0-10 yrs,2.25,3,3.0,0,Not Renovated
374500.0,3135.0,0,0,13,11-20 yrs,2.5,4,2.0,0,Not Renovated
584000.0,1280.0,0,0,11,11-20 yrs,2.5,3,2.0,0,Not Renovated
1129575.0,4020.0,0,0,11,11-20 yrs,4.5,4,2.0,0,Not Renovated
505000.0,940.0,0,0,12,11-20 yrs,2.25,2,2.0,0,Not Renovated
565000.0,1950.0,0,0,9,0-10 yrs,2.5,2,3.0,0,Not Renovated
799000.0,3340.0,0,0,7,0-10 yrs,2.75,4,2.0,0,Not Renovated
547000.0,1240.0,0,0,11,11-20 yrs,2.5,3,2.5,0,Not Renovated
550000.0,1930.0,0,0,4,0-10 yrs,2.5,3,2.0,0,Not Renovated
250000.0,1060.0,0,0,22,21-30 yrs,2.0,3,1.0,0,Not Renovated
960000.0,3720.0,0,0,4,0-10 yrs,4.5,4,2.0,0,Not Renovated
1129575.0,3230.0,0,0,8,0-10 yrs,4.25,4,2.0,0,Not Renovated
441000.0,1030.0,0,0,13,11-20 yrs,1.0,2,2.0,0,Not Renovated
265000.0,1489.0,0,0,6,0-10 yrs,2.25,3,2.0,0,Not Renovated
430000.0,2075.0,0,0,6,0-10 yrs,2.5,3,1.0,0,Not Renovated
286800.0,1413.0,0,0,7,0-10 yrs,2.5,3,2.0,0,Not Renovated
375000.0,880.0,0,0,10,0-10 yrs,2.5,3,2.0,0,Not Renovated
312500.0,1180.0,0,0,5,0-10 yrs,3.25,3,2.0,0,Not Renovated
850000.0,3320.0,0,0,6,0-10 yrs,2.75,4,2.0,0,Not Renovated
390500.0,1116.0,0,0,11,11-20 yrs,2.25,3,2.0,0,Not Renovated
455000.0,1180.0,0,0,8,0-10 yrs,2.5,3,3.0,0,Not Renovated
455000.0,800.0,0,0,9,0-10 yrs,2.0,2,2.0,0,Not Renovated
515000.0,1300.0,0,0,10,0-10 yrs,2.25,3,3.0,0,Not Renovated
362500.0,1400.0,0,0,5,0-10 yrs,3.5,3,2.0,0,Not Renovated
460000.0,2390.0,0,0,11,11-20 yrs,2.5,3,2.0,0,Not Renovated
540000.0,2750.0,0,0,8,0-10 yrs,3.5,4,2.0,0,Not Renovated
230000.0,1140.0,0,0,4,0-10 yrs,1.75,3,2.0,0,Not Renovated
425000.0,1180.0,0,0,11,11-20 yrs,2.5,2,2.0,0,Not Renovated
298450.0,1200.0,0,0,11,11-20 yrs,3.0,5,1.0,0,Not Renovated
344000.0,2400.0,0,0,14,11-20 yrs,2.5,4,2.0,0,Not Renovated
416286.0,1408.0,0,0,13,11-20 yrs,2.5,3,3.0,0,Not Renovated
379500.0,2560.0,0,0,5,0-10 yrs,2.5,4,2.0,0,Not Renovated
350000.0,1260.0,0,0,13,11-20 yrs,2.5,2,3.0,0,Not Renovated
258800.0,1290.0,0,0,4,0-10 yrs,1.75,2,2.0,0,Not Renovated
620000.0,2730.0,0,0,10,0-10 yrs,2.5,4,2.0,0,Not Renovated
295000.0,1280.0,0,0,9,0-10 yrs,2.5,2,2.0,0,Not Renovated
908990.0,3530.0,0,0,4,0-10 yrs,2.75,4,2.0,0,Not Renovated
485230.0,2714.0,0,0,4,0-10 yrs,2.5,4,2.0,0,Not Renovated
475000.0,1630.0,0,0,13,11-20 yrs,2.25,3,2.0,0,Not Renovated
1129575.0,4430.0,0,0,4,0-10 yrs,3.25,5,2.0,0,Not Renovated
635000.0,1850.0,0,0,5,0-10 yrs,3.0,3,2.5,0,Not Renovated
350000.0,1160.0,0,0,6,0-10 yrs,2.5,3,2.0,0,Not Renovated
345000.0,1320.0,0,0,8,0-10 yrs,3.5,3,3.0,0,Not Renovated
700000.0,1490.0,0,0,4,0-10 yrs,2.0,2,3.0,0,Not Renovated
490000.0,1080.0,0,0,10,0-10 yrs,2.25,3,2.0,0,Not Renovated
1129575.0,3870.0,0,0,4,0-10 yrs,4.0,5,2.0,0,Not Renovated
579000.0,1080.0,0,0,9,0-10 yrs,2.5,2,2.0,0,Not Renovated
552500.0,1120.0,0,0,11,11-20 yrs,1.5,3,2.0,0,Not Renovated
467000.0,2170.0,0,0,6,0-10 yrs,2.75,4,2.0,0,Not Renovated
305000.0,1763.0,0,0,6,0-10 yrs,2.25,4,2.0,0,Not Renovated
212000.0,1020.0,0,0,14,11-20 yrs,1.5,2,2.0,0,Not Renovated
429000.0,1840.0,0,0,8,0-10 yrs,2.5,4,2.0,0,Not Renovated
479950.0,1820.0,0,0,4,0-10 yrs,2.0,3,3.0,0,Not Renovated
825000.0,1870.0,0,0,4,0-10 yrs,3.5,3,2.0,0,Not Renovated
1129575.0,4840.0,0,0,11,11-20 yrs,6.5,6,2.0,0,Not Renovated
250000.0,1400.0,0,0,6,0-10 yrs,2.25,3,2.0,0,Not Renovated
289000.0,1160.0,0,0,36,31-50 yrs,1.5,2,2.0,0,Not Renovated
265000.0,1400.0,0,0,5,0-10 yrs,2.5,3,2.0,0,Not Renovated
344000.0,1232.0,0,0,11,11-20 yrs,2.5,3,3.0,0,Not Renovated
749000.0,2100.0,0,0,108,,2.75,4,2.0,0,Not Renovated
492000.0,2550.0,0,0,11,11-20 yrs,2.5,4,2.0,0,Not Renovated
552500.0,3260.0,0,0,10,0-10 yrs,2.5,4,2.0,0,Not Renovated
653500.0,1120.0,0,0,4,0-10 yrs,2.5,2,2.0,0,Not Renovated
855000.0,2030.0,0,0,12,11-20 yrs,3.25,4,2.0,0,Not Renovated
333000.0,1260.0,0,0,19,11-20 yrs,1.5,3,2.0,0,Not Renovated
415000.0,2550.0,0,0,9,0-10 yrs,2.5,4,2.0,0,Not Renovated
445000.0,3450.0,0,0,10,0-10 yrs,3.25,4,2.0,0,Not Renovated
273500.0,1550.0,0,0,9,0-10 yrs,2.5,3,2.0,0,Not Renovated
969990.0,4150.0,0,0,4,0-10 yrs,2.5,4,2.0,0,Not Renovated
1129575.0,2650.0,0,0,4,0-10 yrs,3.5,5,2.0,0,Not Renovated
